"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","s_lci","s_med","s_uci","scenario"
"Africa","AGO","Angola","Bengo","20.2","20","19.8",0.2795,0.2818,0.2842,"Central"
"Africa","AGO","Angola","Benguela","23.2","22.9","22.6",0.2495,0.2532,0.2569,"Central"
"Africa","AGO","Angola","Bie","21","20.9","20.7",0.2512,0.2531,0.255,"Central"
"Africa","AGO","Angola","Cabinda","17.2","17.1","17",0.3155,0.3178,0.32,"Central"
"Africa","AGO","Angola","Cuando Cubango","14.7","14.6","14.5",0.3058,0.3081,0.3104,"Central"
"Africa","AGO","Angola","Cuanza Norte","20.1","20","19.8",0.2918,0.2939,0.296,"Central"
"Africa","AGO","Angola","Cuanza Sul","29.6","29.4","29.2",0.206,0.2075,0.2091,"Central"
"Africa","AGO","Angola","Cunene","15.9","15.7","15.4",0.3083,0.3127,0.3172,"Central"
"Africa","AGO","Angola","Huambo","19.1","18.8","18.6",0.2851,0.2891,0.2932,"Central"
"Africa","AGO","Angola","Huila","16.6","16.3","16",0.32,0.3255,0.331,"Central"
"Africa","AGO","Angola","Luanda","21.3","21.1","20.9",0.285,0.288,0.2911,"Central"
"Africa","AGO","Angola","Lunda Norte","21","20.8","20.6",0.2302,0.2323,0.2343,"Central"
"Africa","AGO","Angola","Lunda Sul","18.2","18","17.8",0.2516,0.2545,0.2574,"Central"
"Africa","AGO","Angola","Malanje","19.9","19.7","19.6",0.2856,0.2878,0.2899,"Central"
"Africa","AGO","Angola","Moxico","14.7","14.6","14.4",0.2589,0.2612,0.2635,"Central"
"Africa","AGO","Angola","Namibe","16.4","16","15.7",0.3032,0.3096,0.316,"Central"
"Africa","AGO","Angola","Uige","24.2","24","23.9",0.2444,0.246,0.2476,"Central"
"Africa","AGO","Angola","Zaire","12.7","12.6","12.6",0.3934,0.3958,0.3981,"Central"
"Africa","BDI","Burundi","Bubanza","5.4","5.4","5.3",0.338,0.3413,0.3446,"Central"
"Africa","BDI","Burundi","Bujumbura Mairie","7.3","7.2","7.1",0.3223,0.3267,0.3311,"Central"
"Africa","BDI","Burundi","Bujumbura Rural","6.7","6.7","6.6",0.3026,0.3067,0.3108,"Central"
"Africa","BDI","Burundi","Bururi","9.4","9.2","9",0.2392,0.2445,0.2498,"Central"
"Africa","BDI","Burundi","Cankuzo","6.1","6.1","6",0.337,0.3394,0.3419,"Central"
"Africa","BDI","Burundi","Cibitoke","4.9","4.9","4.8",0.3504,0.3532,0.3561,"Central"
"Africa","BDI","Burundi","Gitega","7.1","7.1","7",0.3293,0.3321,0.335,"Central"
"Africa","BDI","Burundi","Karuzi","7.2","7.1","7.1",0.3384,0.3406,0.3427,"Central"
"Africa","BDI","Burundi","Kayanza","5.4","5.4","5.3",0.343,0.3458,0.3486,"Central"
"Africa","BDI","Burundi","Kirundo","6.2","6.2","6.1",0.3286,0.3306,0.3327,"Central"
"Africa","BDI","Burundi","Makamba","8.3","8.2","8.1",0.3023,0.3053,0.3083,"Central"
"Africa","BDI","Burundi","Muramvya","6.9","6.8","6.7",0.3002,0.3035,0.3068,"Central"
"Africa","BDI","Burundi","Muyinga","6.4","6.4","6.3",0.3275,0.3296,0.3317,"Central"
"Africa","BDI","Burundi","Mwaro","6.3","6.2","6.1",0.313,0.3173,0.3215,"Central"
"Africa","BDI","Burundi","Ngozi","6.8","6.7","6.7",0.3147,0.3171,0.3195,"Central"
"Africa","BDI","Burundi","Rumonge","10.3","10.2","10.1",0.232,0.2349,0.2378,"Central"
"Africa","BDI","Burundi","Rutana","6.4","6.4","6.3",0.3258,0.3287,0.3315,"Central"
"Africa","BDI","Burundi","Ruyigi","6.1","6.1","6",0.3384,0.3408,0.3432,"Central"
"Africa","BEN","Benin","Alibori","39.2","38.8","38.5",0.0951,0.0962,0.0974,"Central"
"Africa","BEN","Benin","Atakora","26.2","26.1","25.9",0.159,0.1599,0.1608,"Central"
"Africa","BEN","Benin","Atlantique","18.9","18.8","18.6",0.1946,0.1962,0.1979,"Central"
"Africa","BEN","Benin","Borgou","24.1","23.9","23.8",0.1654,0.1665,0.1676,"Central"
"Africa","BEN","Benin","Collines","13.8","13.7","13.6",0.2467,0.2482,0.2496,"Central"
"Africa","BEN","Benin","Couffo","17.3","17.1","17",0.2055,0.2069,0.2083,"Central"
"Africa","BEN","Benin","Donga","13.5","13.4","13.3",0.2589,0.2605,0.2622,"Central"
"Africa","BEN","Benin","Littoral","18","17.8","17.6",0.2096,0.2115,0.2135,"Central"
"Africa","BEN","Benin","Mono","24.6","24.4","24.3",0.1557,0.1568,0.1578,"Central"
"Africa","BEN","Benin","Oueme","19","18.8","18.7",0.1911,0.1928,0.1945,"Central"
"Africa","BEN","Benin","Plateau","23.6","23.5","23.3",0.1602,0.1612,0.1623,"Central"
"Africa","BEN","Benin","Zou","15.3","15.2","15.1",0.2213,0.2229,0.2245,"Central"
"Africa","BFA","Burkina Faso","Boucle du Mouhoun","15.4","15.3","15.2",0.2361,0.2376,0.2391,"Central"
"Africa","BFA","Burkina Faso","Cascades","8.2","8.1","8.1",0.3423,0.3451,0.348,"Central"
"Africa","BFA","Burkina Faso","Centre","8.9","8.8","8.7",0.3395,0.3424,0.3454,"Central"
"Africa","BFA","Burkina Faso","Centre-Est","11.3","11.2","11.1",0.2856,0.2878,0.29,"Central"
"Africa","BFA","Burkina Faso","Centre-Nord","9.8","9.8","9.7",0.3284,0.3309,0.3333,"Central"
"Africa","BFA","Burkina Faso","Centre-Ouest","10.5","10.4","10.3",0.3186,0.3211,0.3235,"Central"
"Africa","BFA","Burkina Faso","Centre-Sud","10.1","10","9.9",0.3053,0.3078,0.3102,"Central"
"Africa","BFA","Burkina Faso","Est","9.5","9.4","9.4",0.3215,0.3237,0.3259,"Central"
"Africa","BFA","Burkina Faso","Haut-Bassins","10.3","10.2","10.2",0.2981,0.3006,0.303,"Central"
"Africa","BFA","Burkina Faso","Nord","9.9","9.9","9.8",0.3386,0.3411,0.3437,"Central"
"Africa","BFA","Burkina Faso","Plateau-Central","8.5","8.5","8.4",0.3506,0.3531,0.3556,"Central"
"Africa","BFA","Burkina Faso","Sahel","10.4","10.3","10.2",0.3159,0.3185,0.3211,"Central"
"Africa","BFA","Burkina Faso","Sud-Ouest","8.6","8.5","8.4",0.3235,0.326,0.3285,"Central"
"Africa","BWA","Botswana","Central","33.9","32","30.3",0.232,0.2456,0.2592,"Central"
"Africa","BWA","Botswana","Chobe","19.2","18.4","17.8",0.222,0.2354,0.2488,"Central"
"Africa","BWA","Botswana","Ghanzi","34.1","32.2","30.4",0.2197,0.233,0.2463,"Central"
"Africa","BWA","Botswana","Kgatleng","35.8","33.7","31.9",0.2214,0.2349,0.2484,"Central"
"Africa","BWA","Botswana","Kweneng","35.9","33.8","32",0.2202,0.2336,0.2471,"Central"
"Africa","BWA","Botswana","North-East","36","33.9","32.1",0.2249,0.2385,0.252,"Central"
"Africa","BWA","Botswana","North-West","31.5","30.4","29.4",0.2255,0.2389,0.2523,"Central"
"Africa","CAF","Central African Republic","Bamingui-Bangoran","20.8","20.5","20.3",0.1256,0.1272,0.1289,"Central"
"Africa","CAF","Central African Republic","Bangui","23.9","23.8","23.6",0.1398,0.1408,0.1417,"Central"
"Africa","CAF","Central African Republic","Basse-Kotto","21.1","21","20.9",0.1379,0.1386,0.1393,"Central"
"Africa","CAF","Central African Republic","Haut-Mbomou","21.4","21.2","21.1",0.1397,0.1408,0.1419,"Central"
"Africa","CAF","Central African Republic","Haute-Kotto","22.7","22.5","22.3",0.1245,0.1256,0.1268,"Central"
"Africa","CAF","Central African Republic","Kemo","21.9","21.8","21.6",0.1372,0.1383,0.1394,"Central"
"Africa","CAF","Central African Republic","Lobaye","20.8","20.7","20.5",0.1391,0.1398,0.1406,"Central"
"Africa","CAF","Central African Republic","Mambere-Kadei","21.3","21.1","21",0.1285,0.1296,0.1308,"Central"
"Africa","CAF","Central African Republic","Mbomou","20.8","20.6","20.5",0.1379,0.139,0.1401,"Central"
"Africa","CAF","Central African Republic","Nana-Gribizi","23","22.8","22.6",0.1348,0.136,0.1372,"Central"
"Africa","CAF","Central African Republic","Nana-Mambere","22.2","22","21.8",0.1341,0.1352,0.1363,"Central"
"Africa","CAF","Central African Republic","Ombella M'Poko","21.8","21.6","21.5",0.1419,0.1426,0.1434,"Central"
"Africa","CAF","Central African Republic","Ouaka","21.7","21.6","21.4",0.1396,0.1405,0.1415,"Central"
"Africa","CAF","Central African Republic","Ouham","22.4","22.2","22.1",0.1379,0.1391,0.1403,"Central"
"Africa","CAF","Central African Republic","Ouham Pende","24.2","23.9","23.7",0.1333,0.1345,0.1357,"Central"
"Africa","CAF","Central African Republic","Sangha-Mbaere","21.2","21","20.8",0.1208,0.1219,0.123,"Central"
"Africa","CAF","Central African Republic","Vakaga","22.7","22.4","22.2",0.1325,0.1341,0.1357,"Central"
"Africa","CIV","Côte d'Ivoire","Abidjan","27.6","27.1","26.7",0.1752,0.1782,0.1811,"Central"
"Africa","CIV","Côte d'Ivoire","Bas-Sassandra","24.7","24.6","24.4",0.1522,0.1534,0.1546,"Central"
"Africa","CIV","Côte d'Ivoire","Comoe","29.8","29.5","29.3",0.1378,0.1392,0.1405,"Central"
"Africa","CIV","Côte d'Ivoire","Denguele","30.3","29.9","29.5",0.1598,0.162,0.1641,"Central"
"Africa","CIV","Côte d'Ivoire","Goh-Djiboua","24.6","24.4","24.1",0.1847,0.1866,0.1884,"Central"
"Africa","CIV","Côte d'Ivoire","Lacs","40+","40+","40+",0.1016,0.1026,0.1035,"Central"
"Africa","CIV","Côte d'Ivoire","Lagunes","25.2","24.9","24.6",0.1834,0.1853,0.1872,"Central"
"Africa","CIV","Côte d'Ivoire","Montagnes","22.1","22","21.8",0.1821,0.1837,0.1853,"Central"
"Africa","CIV","Côte d'Ivoire","Sassandra-Marahoue","26.7","26.4","26.2",0.1758,0.1773,0.1787,"Central"
"Africa","CIV","Côte d'Ivoire","Savanes","25.5","25.2","25",0.1841,0.1861,0.1881,"Central"
"Africa","CIV","Côte d'Ivoire","Vallee du Bandama","39.1","38.8","38.5",0.1301,0.131,0.1318,"Central"
"Africa","CIV","Côte d'Ivoire","Woroba","29.4","29.1","28.9",0.1645,0.1658,0.1671,"Central"
"Africa","CIV","Côte d'Ivoire","Yamoussoukro","40+","40+","40+",0.0987,0.0999,0.1011,"Central"
"Africa","CIV","Côte d'Ivoire","Zanzan","30.4","30.2","29.9",0.1254,0.1268,0.1282,"Central"
"Africa","CMR","Cameroon","Adamaoua","21.8","21.6","21.4",0.1779,0.1794,0.1809,"Central"
"Africa","CMR","Cameroon","Centre","16.9","16.7","16.6",0.2261,0.2283,0.2305,"Central"
"Africa","CMR","Cameroon","Est","23.5","23.3","23.2",0.1579,0.1588,0.1598,"Central"
"Africa","CMR","Cameroon","Extreme Nord","18.4","18.2","18",0.2263,0.2289,0.2316,"Central"
"Africa","CMR","Cameroon","Littoral","16.4","16.2","16",0.2251,0.2279,0.2307,"Central"
"Africa","CMR","Cameroon","Nord","15.4","15.2","15.1",0.244,0.2463,0.2486,"Central"
"Africa","CMR","Cameroon","North West","15","14.8","14.6",0.2318,0.2347,0.2375,"Central"
"Africa","CMR","Cameroon","Ouest","11.1","11","10.9",0.289,0.2921,0.2952,"Central"
"Africa","CMR","Cameroon","South West","9.2","9.1","9",0.3219,0.3253,0.3287,"Central"
"Africa","CMR","Cameroon","Sud","15.5","15.4","15.3",0.2181,0.2198,0.2214,"Central"
"Africa","COD","Democratic Republic of the Congo","Bas-Uele","15.1","15","14.9",0.231,0.2323,0.2337,"Central"
"Africa","COD","Democratic Republic of the Congo","Equateur","13.5","13.4","13.3",0.2478,0.2496,0.2514,"Central"
"Africa","COD","Democratic Republic of the Congo","Haut-Katanga","17.9","17.7","17.7",0.2262,0.2284,0.2305,"Central"
"Africa","COD","Democratic Republic of the Congo","Haut-Lomami","17.2","17.1","17",0.229,0.2307,0.2324,"Central"
"Africa","COD","Democratic Republic of the Congo","Haut-Uele","15.6","15.5","15.4",0.2329,0.2344,0.2359,"Central"
"Africa","COD","Democratic Republic of the Congo","Ituri","14.8","14.7","14.6",0.2308,0.2326,0.2343,"Central"
"Africa","COD","Democratic Republic of the Congo","Kasai","13.4","13.3","13.2",0.2552,0.2571,0.259,"Central"
"Africa","COD","Democratic Republic of the Congo","Kasai Central","14.9","14.8","14.7",0.2543,0.2561,0.2579,"Central"
"Africa","COD","Democratic Republic of the Congo","Kasai Oriental","16","15.9","15.7",0.23,0.2322,0.2344,"Central"
"Africa","COD","Democratic Republic of the Congo","Kinshasa","12","11.9","11.8",0.3203,0.3238,0.3272,"Central"
"Africa","COD","Democratic Republic of the Congo","Kongo Central","16.1","16","15.8",0.2508,0.2525,0.2543,"Central"
"Africa","COD","Democratic Republic of the Congo","Kwango","15.8","15.7","15.6",0.2454,0.2471,0.2487,"Central"
"Africa","COD","Democratic Republic of the Congo","Kwilu","16.4","16.3","16.1",0.2485,0.2502,0.2519,"Central"
"Africa","COD","Democratic Republic of the Congo","Lomami","16.4","16.3","16.2",0.2341,0.2357,0.2373,"Central"
"Africa","COD","Democratic Republic of the Congo","Lualaba","17.8","17.6","17.6",0.2289,0.2306,0.2324,"Central"
"Africa","COD","Democratic Republic of the Congo","Mai-Ndombe","13.5","13.4","13.3",0.2445,0.2467,0.2488,"Central"
"Africa","COD","Democratic Republic of the Congo","Maniema","12.2","12.1","12",0.2768,0.2791,0.2814,"Central"
"Africa","COD","Democratic Republic of the Congo","Mongala","12.4","12.4","12.3",0.2455,0.2471,0.2487,"Central"
"Africa","COD","Democratic Republic of the Congo","Nord-Kivu","10.2","10.1","10",0.298,0.3021,0.3063,"Central"
"Africa","COD","Democratic Republic of the Congo","Nord-Ubangi","14.9","14.8","14.7",0.2452,0.2469,0.2486,"Central"
"Africa","COD","Democratic Republic of the Congo","Sankuru","14.2","14.1","14",0.2319,0.2336,0.2352,"Central"
"Africa","COD","Democratic Republic of the Congo","Sud-Kivu","12.6","12.4","12.3",0.2814,0.2845,0.2877,"Central"
"Africa","COD","Democratic Republic of the Congo","Sud-Ubangi","13.3","13.3","13.2",0.2454,0.247,0.2486,"Central"
"Africa","COD","Democratic Republic of the Congo","Tanganyka","16.3","16.2","16",0.2304,0.2322,0.234,"Central"
"Africa","COD","Democratic Republic of the Congo","Tshopo","15.8","15.7","15.6",0.2304,0.2319,0.2333,"Central"
"Africa","COD","Democratic Republic of the Congo","Tshuapa","15","14.9","14.8",0.2032,0.2045,0.2059,"Central"
"Africa","COG","Congo","Bouenza","9.2","9.1","9",0.3219,0.3255,0.3291,"Central"
"Africa","COG","Congo","Brazzaville","12.5","12.4","12.2",0.2697,0.2735,0.2774,"Central"
"Africa","COG","Congo","Cuvette","6.5","6.4","6.3",0.2239,0.2261,0.2283,"Central"
"Africa","COG","Congo","Cuvette-Ouest","6.6","6.6","6.5",0.2923,0.2952,0.298,"Central"
"Africa","COG","Congo","Kouilou","8.2","8.1","8.1",0.3497,0.3532,0.3568,"Central"
"Africa","COG","Congo","Lekoumou","8.9","8.8","8.7",0.3038,0.3073,0.3107,"Central"
"Africa","COG","Congo","Likouala","4.6","4.6","4.6",0.2484,0.2505,0.2526,"Central"
"Africa","COG","Congo","Niari","12.9","12.8","12.6",0.2589,0.2617,0.2644,"Central"
"Africa","COG","Congo","Plateaux","9","8.9","8.8",0.2826,0.2857,0.2887,"Central"
"Africa","COG","Congo","Point-Noire","8.9","8.8","8.7",0.3537,0.3581,0.3625,"Central"
"Africa","COG","Congo","Pool","8.9","8.8","8.7",0.3247,0.3283,0.3319,"Central"
"Africa","COG","Congo","Sangha","10.5","10.5","10.4",0.2013,0.2031,0.2049,"Central"
"Africa","DJI","Djibouti","Ali Sabieh","8.7","8.5","8.3",0.3199,0.328,0.336,"Central"
"Africa","DJI","Djibouti","Dikhil","8.4","8.2","7.9",0.3372,0.3474,0.3577,"Central"
"Africa","DJI","Djibouti","Djibouti","8","7.6","7.2",0.3572,0.3753,0.3934,"Central"
"Africa","DJI","Djibouti","Obock","10","9.9","9.8",0.3112,0.3133,0.3154,"Central"
"Africa","DJI","Djibouti","Tadjourah","9.2","9.1","9.1",0.3233,0.3255,0.3276,"Central"
"Africa","ERI","Eritrea","Anseba","12.9","12.5","12.1",0.2798,0.2905,0.3011,"Central"
"Africa","ERI","Eritrea","Debub","12.4","12.1","11.7",0.2963,0.3072,0.3181,"Central"
"Africa","ERI","Eritrea","Debubawi Keih Bahri","10.5","10.2","9.9",0.2783,0.2877,0.2971,"Central"
"Africa","ERI","Eritrea","Gash Barka","0","0","0",0.2612,0.2711,0.281,"Central"
"Africa","ERI","Eritrea","Maekel","12.8","12.3","11.9",0.2822,0.2962,0.3101,"Central"
"Africa","ERI","Eritrea","Semenawi Keih Bahri","10.7","10.4","10",0.3048,0.3156,0.3263,"Central"
"Africa","ETH","Ethiopia","Addis Ababa","12","11.4","10.8",0.2555,0.27,0.2844,"Central"
"Africa","ETH","Ethiopia","Afar","16.2","15.5","14.9",0.1641,0.1711,0.1782,"Central"
"Africa","ETH","Ethiopia","Amhara","25.3","24.1","23",0.1442,0.1514,0.1587,"Central"
"Africa","ETH","Ethiopia","Beneshangul Gumu","18.8","18.3","17.8",0.1783,0.1833,0.1883,"Central"
"Africa","ETH","Ethiopia","Dire Dawa","14","13.4","12.9",0.2092,0.2174,0.2256,"Central"
"Africa","ETH","Ethiopia","Gambela","15.6","15.2","14.8",0.1887,0.1934,0.198,"Central"
"Africa","ETH","Ethiopia","Hareri","13.2","12.6","12.2",0.2165,0.2255,0.2345,"Central"
"Africa","ETH","Ethiopia","Oromia","20.9","20.1","19.3",0.1548,0.1615,0.1681,"Central"
"Africa","ETH","Ethiopia","SNNPR","17.9","17.3","16.7",0.1637,0.1694,0.175,"Central"
"Africa","ETH","Ethiopia","Somali","24.6","23.7","22.9",0.1329,0.1377,0.1425,"Central"
"Africa","ETH","Ethiopia","Tigray","20.2","19.4","18.6",0.1517,0.1586,0.1655,"Central"
"Africa","GAB","Gabon","Estuaire","31.7","31.3","31.1",0.1929,0.1952,0.1975,"Central"
"Africa","GAB","Gabon","Haut-Ogooue","23","22.8","22.6",0.2076,0.2099,0.2122,"Central"
"Africa","GAB","Gabon","Moyen-Ogooue","33.3","32.8","32.3",0.2071,0.2102,0.2133,"Central"
"Africa","GAB","Gabon","Ngounie","31.1","30.8","30.5",0.1854,0.1877,0.1899,"Central"
"Africa","GAB","Gabon","Nyanga","24","23.7","23.4",0.2082,0.2107,0.2131,"Central"
"Africa","GAB","Gabon","Ogooue-Ivindo","27.4","27.1","26.9",0.1507,0.152,0.1534,"Central"
"Africa","GAB","Gabon","Ogooue-Maritime","31.9","31.5","31.1",0.2125,0.2151,0.2178,"Central"
"Africa","GAB","Gabon","Ogooue-lolo","32.2","31.9","31.5",0.171,0.1731,0.1753,"Central"
"Africa","GAB","Gabon","Woleu-Ntem","30.8","30.6","30.3",0.1742,0.1758,0.1774,"Central"
"Africa","GHA","Ghana","Ashanti","8","7.9","7.9",0.3995,0.4031,0.4067,"Central"
"Africa","GHA","Ghana","Brong Ahafo","8.5","8.4","8.3",0.3859,0.3889,0.3919,"Central"
"Africa","GHA","Ghana","Central","9.4","9.3","9.3",0.3698,0.3728,0.3759,"Central"
"Africa","GHA","Ghana","Eastern","9.5","9.4","9.3",0.3618,0.3647,0.3677,"Central"
"Africa","GHA","Ghana","Greater Accra","5.9","5.8","5.8",0.4545,0.4597,0.4648,"Central"
"Africa","GHA","Ghana","Northern","7.6","7.6","7.5",0.4261,0.4293,0.4326,"Central"
"Africa","GHA","Ghana","Upper East","8.5","8.4","8.3",0.4615,0.4666,0.4717,"Central"
"Africa","GHA","Ghana","Upper West","7.1","7.1","7",0.4524,0.4561,0.4597,"Central"
"Africa","GHA","Ghana","Volta","6.6","6.6","6.5",0.4501,0.4534,0.4567,"Central"
"Africa","GHA","Ghana","Western","8.8","8.8","8.7",0.3785,0.3813,0.3841,"Central"
"Africa","GIN","Guinea","Boke","23.5","23.3","23.1",0.1629,0.1644,0.1659,"Central"
"Africa","GIN","Guinea","Conakry","24.4","24.1","23.8",0.1642,0.1662,0.1683,"Central"
"Africa","GIN","Guinea","Faranah","21.3","21.1","21",0.1728,0.1741,0.1754,"Central"
"Africa","GIN","Guinea","Kankan","26.6","26.4","26.2",0.1421,0.1434,0.1446,"Central"
"Africa","GIN","Guinea","Kindia","28.5","28.3","28",0.1451,0.1463,0.1476,"Central"
"Africa","GIN","Guinea","Labe","32","31.7","31.4",0.1289,0.1302,0.1315,"Central"
"Africa","GIN","Guinea","Mamou","26","25.7","25.5",0.1458,0.147,0.1483,"Central"
"Africa","GIN","Guinea","Nzerekore","19.9","19.7","19.6",0.174,0.1751,0.1762,"Central"
"Africa","GMB","Gambia","Central River","25.2","24.3","23.5",0.1511,0.1566,0.1621,"Central"
"Africa","GMB","Gambia","Kanifing Municipal Council","26.5","25.7","24.8",0.1549,0.1602,0.1655,"Central"
"Africa","GMB","Gambia","Lower River","25.8","24.9","24.1",0.1528,0.1582,0.1637,"Central"
"Africa","GMB","Gambia","North Bank","24.6","23.8","23.1",0.1608,0.1662,0.1717,"Central"
"Africa","GMB","Gambia","Upper River","25.9","25","24.1",0.1512,0.1568,0.1624,"Central"
"Africa","GMB","Gambia","West Coast","27.4","26.5","25.7",0.1507,0.1556,0.1606,"Central"
"Africa","GNB","Guinea-Bissau","Bafata","18.9","18.4","18",0.1735,0.1778,0.1821,"Central"
"Africa","GNB","Guinea-Bissau","Biombo","19.2","18.7","18.2",0.1831,0.1879,0.1926,"Central"
"Africa","GNB","Guinea-Bissau","Bissau","21","20.4","19.9",0.1855,0.1907,0.196,"Central"
"Africa","GNB","Guinea-Bissau","Cacheu","16.6","16.1","15.6",0.1782,0.1838,0.1893,"Central"
"Africa","GNB","Guinea-Bissau","Gabu","18.6","18.1","17.7",0.1737,0.1777,0.1818,"Central"
"Africa","GNB","Guinea-Bissau","Oio","18.6","18.1","17.6",0.1744,0.1795,0.1846,"Central"
"Africa","GNB","Guinea-Bissau","Quinara","16.8","16.5","16.1",0.1721,0.1761,0.1802,"Central"
"Africa","GNB","Guinea-Bissau","Tombali","17.4","17","16.6",0.1634,0.1671,0.1709,"Central"
"Africa","GNQ","Equatorial Guinea","Bioko Norte","16.7","16.5","16.4",0.3995,0.4031,0.4067,"Central"
"Africa","GNQ","Equatorial Guinea","Bioko Sur","16.7","16.6","16.4",0.3981,0.4017,0.4053,"Central"
"Africa","GNQ","Equatorial Guinea","Centro Sur","17","16.9","16.7",0.3949,0.3981,0.4013,"Central"
"Africa","GNQ","Equatorial Guinea","Kie-Ntem","17.2","17","16.9",0.405,0.4081,0.4113,"Central"
"Africa","GNQ","Equatorial Guinea","Litoral","15.6","15.4","15.3",0.419,0.4224,0.4259,"Central"
"Africa","GNQ","Equatorial Guinea","Wele-Nzas","16.9","16.7","16.6",0.4045,0.4076,0.4108,"Central"
"Africa","KEN","Kenya","Baringo","7","6.8","6.6",0.365,0.3753,0.3857,"Central"
"Africa","KEN","Kenya","Bomet","6","5.9","5.7",0.389,0.4005,0.412,"Central"
"Africa","KEN","Kenya","Bungoma","8.8","8.6","8.4",0.3192,0.3274,0.3356,"Central"
"Africa","KEN","Kenya","Busia","8.7","8.6","8.4",0.3264,0.3334,0.3404,"Central"
"Africa","KEN","Kenya","Elgeyo-Marakwet","6.2","6","5.8",0.3915,0.4037,0.4159,"Central"
"Africa","KEN","Kenya","Embu","8.6","8.4","8.2",0.3796,0.3872,0.3948,"Central"
"Africa","KEN","Kenya","Garissa","7.9","7.7","7.6",0.379,0.3858,0.3925,"Central"
"Africa","KEN","Kenya","Homa Bay","8.9","8.7","8.4",0.3177,0.3275,0.3374,"Central"
"Africa","KEN","Kenya","Isiolo","8.8","8.6","8.5",0.3796,0.3876,0.3956,"Central"
"Africa","KEN","Kenya","Kajiado","7.8","7.7","7.5",0.3796,0.3877,0.3958,"Central"
"Africa","KEN","Kenya","Kakamega","8.9","8.6","8.4",0.3191,0.3274,0.3358,"Central"
"Africa","KEN","Kenya","Kericho","5.9","5.8","5.6",0.3914,0.4035,0.4157,"Central"
"Africa","KEN","Kenya","Kiambu","8.6","8.4","8.1",0.3573,0.3682,0.3791,"Central"
"Africa","KEN","Kenya","Kilifi","8.1","8","7.9",0.3531,0.358,0.3628,"Central"
"Africa","KEN","Kenya","Kirinyaga","8.9","8.7","8.5",0.3587,0.3665,0.3743,"Central"
"Africa","KEN","Kenya","Kisii","5.9","5.7","5.6",0.3891,0.4001,0.411,"Central"
"Africa","KEN","Kenya","Kisumu","9.7","9.4","9.1",0.3268,0.3367,0.3466,"Central"
"Africa","KEN","Kenya","Kitui","8.9","8.7","8.5",0.38,0.387,0.394,"Central"
"Africa","KEN","Kenya","Kwale","8.2","8","7.9",0.3468,0.3523,0.3577,"Central"
"Africa","KEN","Kenya","Laikipia","7.8","7.6","7.4",0.3483,0.3592,0.3701,"Central"
"Africa","KEN","Kenya","Lamu","8.9","8.8","8.7",0.3551,0.3599,0.3648,"Central"
"Africa","KEN","Kenya","Machakos","9.3","9.1","8.9",0.3589,0.3668,0.3746,"Central"
"Africa","KEN","Kenya","Makueni","9.3","9.2","9",0.3589,0.3657,0.3725,"Central"
"Africa","KEN","Kenya","Mandera","8.7","8.6","8.4",0.3755,0.3816,0.3877,"Central"
"Africa","KEN","Kenya","Marsabit","7.7","7.6","7.4",0.3777,0.3853,0.3928,"Central"
"Africa","KEN","Kenya","Meru","9.2","9","8.9",0.3588,0.3667,0.3745,"Central"
"Africa","KEN","Kenya","Migori","8.8","8.5","8.3",0.325,0.3349,0.3448,"Central"
"Africa","KEN","Kenya","Mombasa","8.7","8.5","8.4",0.3578,0.364,0.3701,"Central"
"Africa","KEN","Kenya","Murang'a","8.8","8.6","8.4",0.3592,0.3674,0.3755,"Central"
"Africa","KEN","Kenya","Nairobi","8.5","8.1","7.7",0.3624,0.3806,0.3988,"Central"
"Africa","KEN","Kenya","Nakuru","6","5.8","5.6",0.4042,0.4165,0.4287,"Central"
"Africa","KEN","Kenya","Nandi","6","5.8","5.7",0.3914,0.4036,0.4158,"Central"
"Africa","KEN","Kenya","Narok","6.3","6.1","5.9",0.3932,0.4055,0.4177,"Central"
"Africa","KEN","Kenya","Nyamira","5.8","5.7","5.5",0.3891,0.4001,0.411,"Central"
"Africa","KEN","Kenya","Nyandarua","7.3","6.9","6.6",0.3608,0.3791,0.3973,"Central"
"Africa","KEN","Kenya","Nyeri","8.1","7.9","7.6",0.3559,0.3661,0.3763,"Central"
"Africa","KEN","Kenya","Samburu","7.6","7.5","7.3",0.3709,0.3794,0.3878,"Central"
"Africa","KEN","Kenya","Siaya","11.4","11.2","11",0.3272,0.3337,0.3402,"Central"
"Africa","KEN","Kenya","Taita Taveta","8.4","8.3","8.1",0.3589,0.3651,0.3713,"Central"
"Africa","KEN","Kenya","Tana River","7.9","7.8","7.6",0.3742,0.3801,0.3861,"Central"
"Africa","KEN","Kenya","Tharaka-Nithi","8.8","8.6","8.4",0.3796,0.3873,0.3949,"Central"
"Africa","KEN","Kenya","Trans Nzoia","6.3","6.1","6",0.3895,0.3998,0.4102,"Central"
"Africa","KEN","Kenya","Turkana","6.9","6.8","6.6",0.3665,0.375,0.3834,"Central"
"Africa","KEN","Kenya","Uasin Gishu","6.3","6.1","5.9",0.3932,0.4054,0.4177,"Central"
"Africa","KEN","Kenya","Vihiga","8.6","8.4","8.2",0.3191,0.3275,0.3359,"Central"
"Africa","KEN","Kenya","Wajir","8.4","8.2","8.1",0.38,0.3869,0.3939,"Central"
"Africa","KEN","Kenya","West Pokot","6.2","6.1","5.9",0.3907,0.399,0.4073,"Central"
